id,brand_name,presentation,dosage_raw,dci,labo_name,therapeutic_class,status,atc_code,price_ppv,price_hospital,toxicity_class,product_type,indications,is_psychoactive,contraindications,min_age,source_url
39,"ACNO 30 MG, Capsule molle",Boite de 30,30 MG,Isotrétinoïne,ZENITH PHARMA,"Antiacnéique systémique, rétinoïde",Commercialisé,D10BA01,348.0,231.0,A,Médicament,Formes sévères d'acné s'étant révélées résistantes à des cycles thérapeutiques standard adéquats avec des antibiotiques systémiques et des traitements topiques.,false,"L’isotrétinoïne est contre-indiquée chez les femmes enceintes ou qui allaitent.

L’isotrétinoïne est contre-indiquée chez les femmes en âge de procréer sauf si toutes les conditions du « Programme de prévention de la grossesse » sont remplies.

L’isotrétinoïne est également contre-indiquée en cas de :

· hypersensibilité à la substance active ou à l’un des excipients.
· insuffisance hépatique ;
· hyperlipidémie ;
· hypervitaminose A;
· association avec les tétracyclines;
· prise concomitante de vitamine A;

· prise concomitante d’autres rétinoïdes (acitrétine, alitrétinoïne).",,
40,"ACOL 1000 MG, Comprimé pelliculé",Boite de 30,1000 MG,Metformine,PHARMED,"Antidiabétique, biguanide",Commercialisé,A10BA02,18.3,11.4,A,Médicament,"Traitement du diabète de type 2, notamment chez les patients en excès pondéral, lorsque le régime alimentaire et l'activité physique ne suffisent pas à normaliser la glycémie. Glucophage peut être utilisé en monothérapie ou en association avec d'autres antidiabétiques oraux ou de l'insuline.

En complément d'une insulinothérapie de diabète de type 1, notamment en présence d'une résistance secondaire à l'insuline, lorsqu'un traitement par l'insuline ne permet pas de contrôler suffisamment la glycémie.",false,,,
41,"ACONCEPT 1.5 MG, Comprimé pelliculé",Boite unitaire,1.5 MG,Lévonorgestrel,ZENITH PHARMA,Progestatif,Commercialisé,G03AD01,60.5,37.8,A,,Contraception d'urgence à prendre dans les 72 heures après un rapport sexuel non protégé ou en cas d'échec d'une méthode contraceptive.,false,,,
42,"ACT HIB, Suspension injectable [V]",Une seringue contenant une dose,"10 microgrammes / 0,5 mL",Vaccin Haemophilus Type B Conjugué,SANOFI AVENTIS MAROC,Vaccin,Commercialisé,J07AG01,143.0,89.4,,Médicament,"Ce vaccin est indiqué dans la prévention des infections invasives à Haemophilus influenzae type b (méningites, septicémies, cellulites, arthrites, épiglottites,…) chez l’enfant à partir de 2 mois.

Ce vaccin ne protège pas contre les infections dues aux autres types d’Haemophilus influenzae, ni contre les méningites dues à d’autres origines.

En aucun cas, la protéine tétanique contenue dans ce vaccin ne peut remplacer la vaccination tétanique habituelle.",false,"Hypersensibilité à la substance active, à l'un des excipients, à la protéine tétanique ou au formaldéhyde (qui peut être présent dans chaque dose à l’état de trace).

Hypersensibilité connue apparue après une injection antérieure d’un vaccin Haemophilus influenzae type b conjugué.

La vaccination doit être différée en cas de maladie fébrile ou maladie aiguë.",,
43,"ACTACEPT 10 MG, Comprimé pelliculé",Boite de 30,10 MG,Donépezil,POLYMEDIC,Inhibiteur de la cholinestérase,Commercialisé,N06DA02,373.0,248.0,A,Médicament,Le donépezil est indiqué dans le traitement symptomatique de la maladie d'Alzheimer dans ses formes légères à modérément sévères.,false,,,
44,"ACTACEPT 5 MG, Comprimé pelliculé",Boite de 30,5 MG,Donépezil,POLYMEDIC,Inhibiteur de la cholinestérase,Commercialisé,N06DA02,233.0,146.0,A,Médicament,Le donépezil est indiqué dans le traitement symptomatique de la maladie d'Alzheimer dans ses formes légères à modérément sévères.,false,,,
45,"ACTALEVURE, Gelule",Boite de 15 gélules,,Charbon végétal | saccharomyces Boulardii | inuline,DEVA PHARMACEUTIQUE,,Commercialisé,,,,,Complément alimentaire,,false,,,
46,"ACTEMRA 162 MG / 0.9 ML, Solution pour injection sous cutanée",Boite de 4 seringues pré-remplies,162 MG / 0.9 ML,Tocilizumab,ROCHE S.A,"Immunosuppresseur, anticorps monoclonal humanisé (anti-récepteur del'IL-6)",Commercialisé,L04AC07,6826.0,6615.0,A,Médicament,"Polyarthrite rhumatoïde (PR) [formes i.v. et s.c.]
Actemra est indiqué pour le traitement des patients adultes présentant une polyarthrite rhumatoïde active modérée à sévère qui n’ont pas suffisamment répondu ou ont présenté des effets indésirables lors du traitement par des médicaments antirhumatismaux modificateurs de la maladie (DMARD), dont le méthotrexate (MTX). Actemra peut être administré en monothérapie ou en association avec des csDMARD (conventional synthetic DMARD), dont le MTX. Un ralentissement de la progression des lésions structurelles et une amélioration de la capacité fonctionnelle physique ont été démontrés sous traitement combiné avec le méthotrexate.

Polyarthrite rhumatoïde (PR) [forme i.v.]
Chez les patients présentant une polyarthrite rhumatoïde modérée à sévère qui n'ont auparavant pas été traités, un contrôle amélioré des symptômes et des signes de la polyarthrite rhumatoïde et un ralentissement de la progression des lésions structurelles ont été démontrés sous Actemra, aussi bien en association thérapeutique au méthotrexate qu'en monothérapie (voir sous «Propriétés/Effets»).

Artérite à cellules géantes (ACG) [forme s.c.]
Actemra est indiqué en association avec un traitement glucocorticoïde dégressif dans le traitement de l'artérite à cellules géantes (ACG) chez les patients adultes ne nécessitant pas plus de 60 mg de prednisone (ou d'un principe actif équivalent) par jour au moment de l'instauration du traitement par Actemra.

Arthrite juvénile idiopathique polyarticulaire (AJIp) [forme i.v. et s.c.]
Actemra est indiqué, en combinaison avec le méthotrexate, pour le traitement de l'arthrite juvénile idiopathique polyarticulaire active chez des patients âgés de 2 ans et plus présentant une réponse inadéquate au méthotrexate. En cas d'intolérance au méthotrexate, Actemra peut être administré en monothérapie.

Arthrite juvénile idiopathique systémique (AJIs) [forme i.v. et s.c.]
Forme intraveineuse
Traitement des enfants dès 2 ans et des adolescents présentant une arthrite juvénile idiopathique systémique n'ayant pas suffisamment répondu à un précédent traitement par des antirhumatismaux non stéroïdiens et par des stéroïdes. Dans les études cliniques, Actemra a été administré en association avec des corticostéroïdes et des DMARD, méthotrexate inclus. Les expériences relatives à l'utilité d'une monothérapie par Actemra sans corticostéroïdes sont limitées.

Forme sous-cutanée
Traitement des enfants dès 1 an et des adolescents présentant une arthrite juvénile idiopathique systémique n'ayant pas suffisamment répondu à un précédent traitement par des antirhumatismaux non stéroïdiens et par des stéroïdes. Dans les études cliniques, Actemra a été administré en association avec des corticostéroïdes et des DMARD, méthotrexate inclus. Les expériences relatives à l'utilité d'une monothérapie par Actemra sans corticostéroïdes sont limitées.

Syndrome de relargage de cytokines (SRC) [uniquement forme i.v.]
Actemra est indiqué pour le traitement du syndrome de relargage de cytokines (SRC) sévère ou menaçant le pronostic vital induit par les traitements par lymphocytes T à récepteur antigénique chimérique (CAR-T) chez l'adulte et chez l'enfant âgé de 2 ans et plus.
Source : Compendium.ch - Date : 20 octobre 2025",false,,,
47,"ACTEMRA 200 MG / 10 ML, Solution à diluer pour perfusion",1 flacon de 20 ml,200 MG / 10 ML,Tocilizumab,ROCHE S.A,"Immunosuppresseur, anticorps monoclonal humanisé (anti-récepteur del'IL-6)",Commercialisé,L04AC07,2848.0,2520.0,A,Médicament,"Polyarthrite rhumatoïde (PR) [formes i.v. et s.c.]
Actemra est indiqué pour le traitement des patients adultes présentant une polyarthrite rhumatoïde active modérée à sévère qui n’ont pas suffisamment répondu ou ont présenté des effets indésirables lors du traitement par des médicaments antirhumatismaux modificateurs de la maladie (DMARD), dont le méthotrexate (MTX). Actemra peut être administré en monothérapie ou en association avec des csDMARD (conventional synthetic DMARD), dont le MTX. Un ralentissement de la progression des lésions structurelles et une amélioration de la capacité fonctionnelle physique ont été démontrés sous traitement combiné avec le méthotrexate.

Polyarthrite rhumatoïde (PR) [forme i.v.]
Chez les patients présentant une polyarthrite rhumatoïde modérée à sévère qui n'ont auparavant pas été traités, un contrôle amélioré des symptômes et des signes de la polyarthrite rhumatoïde et un ralentissement de la progression des lésions structurelles ont été démontrés sous Actemra, aussi bien en association thérapeutique au méthotrexate qu'en monothérapie (voir sous «Propriétés/Effets»).

Artérite à cellules géantes (ACG) [forme s.c.]
Actemra est indiqué en association avec un traitement glucocorticoïde dégressif dans le traitement de l'artérite à cellules géantes (ACG) chez les patients adultes ne nécessitant pas plus de 60 mg de prednisone (ou d'un principe actif équivalent) par jour au moment de l'instauration du traitement par Actemra.

Arthrite juvénile idiopathique polyarticulaire (AJIp) [forme i.v. et s.c.]
Actemra est indiqué, en combinaison avec le méthotrexate, pour le traitement de l'arthrite juvénile idiopathique polyarticulaire active chez des patients âgés de 2 ans et plus présentant une réponse inadéquate au méthotrexate. En cas d'intolérance au méthotrexate, Actemra peut être administré en monothérapie.

Arthrite juvénile idiopathique systémique (AJIs) [forme i.v. et s.c.]
Forme intraveineuse
Traitement des enfants dès 2 ans et des adolescents présentant une arthrite juvénile idiopathique systémique n'ayant pas suffisamment répondu à un précédent traitement par des antirhumatismaux non stéroïdiens et par des stéroïdes. Dans les études cliniques, Actemra a été administré en association avec des corticostéroïdes et des DMARD, méthotrexate inclus. Les expériences relatives à l'utilité d'une monothérapie par Actemra sans corticostéroïdes sont limitées.

Forme sous-cutanée
Traitement des enfants dès 1 an et des adolescents présentant une arthrite juvénile idiopathique systémique n'ayant pas suffisamment répondu à un précédent traitement par des antirhumatismaux non stéroïdiens et par des stéroïdes. Dans les études cliniques, Actemra a été administré en association avec des corticostéroïdes et des DMARD, méthotrexate inclus. Les expériences relatives à l'utilité d'une monothérapie par Actemra sans corticostéroïdes sont limitées.

Syndrome de relargage de cytokines (SRC) [uniquement forme i.v.]
Actemra est indiqué pour le traitement du syndrome de relargage de cytokines (SRC) sévère ou menaçant le pronostic vital induit par les traitements par lymphocytes T à récepteur antigénique chimérique (CAR-T) chez l'adulte et chez l'enfant âgé de 2 ans et plus.
Source : Compendium.ch - Date : 20 octobre 2025",false,,,
48,"ACTEMRA 400 MG / 20 ML, Solution à diluer pour perfusion",Boîte de 1 flacon de 20 ml,400 MG / 20 ML,Tocilizumab,ROCHE S.A,"Immunosuppresseur, anticorps monoclonal humanisé (anti-récepteur del'IL-6)",Commercialisé,L04AC07,5296.0,5040.0,A,Médicament,"Polyarthrite rhumatoïde (PR) [formes i.v. et s.c.]
Actemra est indiqué pour le traitement des patients adultes présentant une polyarthrite rhumatoïde active modérée à sévère qui n’ont pas suffisamment répondu ou ont présenté des effets indésirables lors du traitement par des médicaments antirhumatismaux modificateurs de la maladie (DMARD), dont le méthotrexate (MTX). Actemra peut être administré en monothérapie ou en association avec des csDMARD (conventional synthetic DMARD), dont le MTX. Un ralentissement de la progression des lésions structurelles et une amélioration de la capacité fonctionnelle physique ont été démontrés sous traitement combiné avec le méthotrexate.

Polyarthrite rhumatoïde (PR) [forme i.v.]
Chez les patients présentant une polyarthrite rhumatoïde modérée à sévère qui n'ont auparavant pas été traités, un contrôle amélioré des symptômes et des signes de la polyarthrite rhumatoïde et un ralentissement de la progression des lésions structurelles ont été démontrés sous Actemra, aussi bien en association thérapeutique au méthotrexate qu'en monothérapie (voir sous «Propriétés/Effets»).

Artérite à cellules géantes (ACG) [forme s.c.]
Actemra est indiqué en association avec un traitement glucocorticoïde dégressif dans le traitement de l'artérite à cellules géantes (ACG) chez les patients adultes ne nécessitant pas plus de 60 mg de prednisone (ou d'un principe actif équivalent) par jour au moment de l'instauration du traitement par Actemra.

Arthrite juvénile idiopathique polyarticulaire (AJIp) [forme i.v. et s.c.]
Actemra est indiqué, en combinaison avec le méthotrexate, pour le traitement de l'arthrite juvénile idiopathique polyarticulaire active chez des patients âgés de 2 ans et plus présentant une réponse inadéquate au méthotrexate. En cas d'intolérance au méthotrexate, Actemra peut être administré en monothérapie.

Arthrite juvénile idiopathique systémique (AJIs) [forme i.v. et s.c.]
Forme intraveineuse
Traitement des enfants dès 2 ans et des adolescents présentant une arthrite juvénile idiopathique systémique n'ayant pas suffisamment répondu à un précédent traitement par des antirhumatismaux non stéroïdiens et par des stéroïdes. Dans les études cliniques, Actemra a été administré en association avec des corticostéroïdes et des DMARD, méthotrexate inclus. Les expériences relatives à l'utilité d'une monothérapie par Actemra sans corticostéroïdes sont limitées.

Forme sous-cutanée
Traitement des enfants dès 1 an et des adolescents présentant une arthrite juvénile idiopathique systémique n'ayant pas suffisamment répondu à un précédent traitement par des antirhumatismaux non stéroïdiens et par des stéroïdes. Dans les études cliniques, Actemra a été administré en association avec des corticostéroïdes et des DMARD, méthotrexate inclus. Les expériences relatives à l'utilité d'une monothérapie par Actemra sans corticostéroïdes sont limitées.

Syndrome de relargage de cytokines (SRC) [uniquement forme i.v.]
Actemra est indiqué pour le traitement du syndrome de relargage de cytokines (SRC) sévère ou menaçant le pronostic vital induit par les traitements par lymphocytes T à récepteur antigénique chimérique (CAR-T) chez l'adulte et chez l'enfant âgé de 2 ans et plus.
Source : Compendium.ch - Date : 20 octobre 2025",false,,,
